Clima,CedulaCultivos,UsoSuelo,POP,YearPop,Prefix,Branch,Name,Topology,Variable,ObjectType,Year Filter, TimeStep Filter, TagFilter, Stat ,Value,CatchmentImpact,DiversionName
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\TresPalcas10 River\Reaches\Below TresPalcas10 River Headflow,Below TresPalcas10 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\TresPalcas10 River\Reaches\Below TresPalcas10 Runoff,Below TresPalcas10 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,2.46705943847073E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Palala River\Reaches\Below Palala River Headflow,Below Palala River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Palala River\Reaches\Below BocatomaChocaya Runoff,Below BocatomaChocaya Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.04709119872561E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Palala River\Reaches\Below Withdrawal Node 57,Below Withdrawal Node 57,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.04709119872561E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Palala River\Reaches\Below D_Chocaya Return,Below D_Chocaya Return,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.04709119872561E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Palala River\Reaches\Below Palala1 Runoff,Below Palala1 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.031657537086818,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Palala River\Reaches\Below FierroUnu River Inflow,Below FierroUnu River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,8.90962109841696E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Palala River\Reaches\Below Palala Runoff,Below Palala Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.112759263874945,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\FierroUnu River\Reaches\Below FierroUnu River Headflow,Below FierroUnu River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\FierroUnu River\Reaches\Below FierroUnu1 Runoff,Below FierroUnu1 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,2.46256707984867E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\FierroUnu River\Reaches\Below TorreWaykho River Inflow,Below TorreWaykho River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,5.11469085399243E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\FierroUnu River\Reaches\Below FierroUnu Runoff,Below FierroUnu Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,5.74386738973517E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\TorreWaykho River\Reaches\Below TorreWaykho River Headflow,Below TorreWaykho River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\TorreWaykho River\Reaches\Below BocatomaTorreHuayco Runoff,Below BocatomaTorreHuayco Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.32271364745121E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\TorreWaykho River\Reaches\Below Withdrawal Node 48,Below Withdrawal Node 48,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.31675299930307E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\TorreWaykho River\Reaches\Below D_TorreHuayco Return,Below D_TorreHuayco Return,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.32062742059936E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\TorreWaykho River\Reaches\Below TorreWaykho Runoff,Below TorreWaykho Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,2.65212377414377E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Tolonias River\Reaches\Below Tolonias River Headflow,Below Tolonias River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Tolonias River\Reaches\Below Tolonias Runoff,Below Tolonias Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.043706810466591,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Tolonias River\Reaches\Below Withdrawal Node 45,Below Withdrawal Node 45,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,3.47870162581287E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Tupiza1 River\Reaches\Below Tupiza1 River Headflow,Below Tupiza1 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Tupiza1 River\Reaches\Below Tupiza1 Runoff,Below Tupiza1 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.25857613998407E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Salo6 River\Reaches\Below Salo6 River Headflow,Below Salo6 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Salo6 River\Reaches\Below Salo6 Runoff,Below Salo6 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,9.18908421597034E-03,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Salo7 River\Reaches\Below Salo7 River Headflow,Below Salo7 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Salo7 River\Reaches\Below Salo7 Runoff,Below Salo7 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,9.77824713958267E-03,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Tupiza10 River\Reaches\Below Tupiza10 River Headflow,Below Tupiza10 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Tupiza10 River\Reaches\Below Tupiza10 Runoff,Below Tupiza10 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.39688801915489E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Okayoj River\Reaches\Below Okayoj River Headflow,Below Okayoj River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Okayoj River\Reaches\Below BocatomaVilla Runoff,Below BocatomaVilla Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,2.36049619175627E-03,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Okayoj River\Reaches\Below SistemaAguaVilla Outflow,Below SistemaAguaVilla Outflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.83279134650006E-03,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Okayoj River\Reaches\Below Okayoj Runoff,Below Okayoj Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.08876686364244E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\ChocayaMayu River\Reaches\Below ChocayaMayu River Headflow,Below ChocayaMayu River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\ChocayaMayu River\Reaches\Below ChocayaMayu Runoff,Below ChocayaMayu Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,2.70510345475265E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa River\Reaches\Below Chullpa River Headflow,Below Chullpa River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa River\Reaches\Below AP_Angosto Runoff,Below AP_Angosto Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,9.46563881421744E-04,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa River\Reaches\Below Chullpa Runoff,Below Chullpa Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,2.7965011390691E-03,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa River\Reaches\Below Chullpa2 River Inflow,Below Chullpa2 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,2.80854146541741E-03,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa2 River\Reaches\Below Chullpa2 River Headflow,Below Chullpa2 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa2 River\Reaches\Below AP_SanMiguel Runoff,Below AP_SanMiguel Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,7.68249415073676E-05,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa2 River\Reaches\Below Withdrawal Node 1,Below Withdrawal Node 1,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,3.33215489346874E-05,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa2 River\Reaches\Below Chullpa2 Runoff,Below Chullpa2 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,3.89979678166069E-04,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Chullpa2 River\Reaches\Below Withdrawal Node 50,Below Withdrawal Node 50,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.20369984908867E-05,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca River\Reaches\Below Estarca River Headflow,Below Estarca River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca River\Reaches\Below Afluente1 Runoff,Below Afluente1 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.284443150139387,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca River\Reaches\Below GaleriaEstarca River Inflow,Below GaleriaEstarca River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.0824179014682,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoSanJoaquin\Reaches\Below RiegoSanJoaquin Diverted Inflow,Below RiegoSanJoaquin Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.967923819224104,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoSanJoaquin\Reaches\Below RiegoVP Inflow,Below RiegoVP Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.967923819224104,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoSanJoaquin\Reaches\Below RiegoSalahuayco Inflow,Below RiegoSalahuayco Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.967923819224104,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoSanJoaquin\Reaches\Below RiegoPucaVinto Inflow,Below RiegoPucaVinto Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.967923819224104,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoSanJoaquin\Reaches\Below Withdrawal Node 12,Below Withdrawal Node 12,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoVP\Reaches\Below RiegoVP Diverted Inflow,Below RiegoVP Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoSalahuayco\Reaches\Below RiegoSalahuayco Diverted Inflow,Below RiegoSalahuayco Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoPucaVinto\Reaches\Below RiegoPucaVinto Diverted Inflow,Below RiegoPucaVinto Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoMR_TA\Reaches\Below RiegoMR_TA Diverted Inflow,Below RiegoMR_TA Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,2.26390308865106E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoMR_TA\Reaches\Below Withdrawal Node 13,Below Withdrawal Node 13,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoMR_TA\Reaches\Below Withdrawal Node 14,Below Withdrawal Node 14,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoPalala\Reaches\Below RiegoPalala Diverted Inflow,Below RiegoPalala Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,9.57678993677813E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoPalala\Reaches\Below Withdrawal Node 20,Below Withdrawal Node 20,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoTB\Reaches\Below RiegoTB Diverted Inflow,Below RiegoTB Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.92173744083879E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoTB\Reaches\Below RiegoTB_CanalEncima Inflow,Below RiegoTB_CanalEncima Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.151677753468622,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoTB\Reaches\Below Withdrawal Node 21,Below Withdrawal Node 21,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoTB_CanalEncima\Reaches\Below RiegoTB_CanalEncima Diverted Inflow,Below RiegoTB_CanalEncima Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.132460379060234,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoLaEsperanza\Reaches\Below RiegoLaEsperanza Diverted Inflow,Below RiegoLaEsperanza Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,8.51699268467706E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoLaEsperanza\Reaches\Below Withdrawal Node 40,Below Withdrawal Node 40,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoBolivar\Reaches\Below RiegoBolivar Diverted Inflow,Below RiegoBolivar Diverted Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\RiegoBolivar\Reaches\Below Withdrawal Node 42,Below Withdrawal Node 42,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below GaleriaEstarca River Headflow,Below GaleriaEstarca River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca10 Runoff,Below Estarca10 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,6.69921408303465E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca4 River Inflow,Below Estarca4 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.35079301448626,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca9 Runoff,Below Estarca9 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.368517525388291,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca1 River Inflow,Below Estarca1 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.48821975308642,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca15 Runoff,Below Estarca15 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.491398999527081,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca5 River Inflow,Below Estarca5 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.527024828380127,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca14 Runoff,Below Estarca14 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.542715629729191,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Esctarca6 River Inflow,Below Esctarca6 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.560984713261649,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca11 Runoff,Below Estarca11 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.59861150413182,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca2 River Inflow,Below Estarca2 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.710087017373556,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca13 Runoff,Below Estarca13 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.724104253409996,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Estarca3 River Inflow,Below Estarca3 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.797106861932497,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below GaleriaEstarca Runoff,Below GaleriaEstarca Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.851190424258264,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\GaleriaEstarca River\Reaches\Below Travase Estarca Outflow,Below Travase Estarca Outflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.797974751328812,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca1 River\Reaches\Below Estarca1 River Headflow,Below Estarca1 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca1 River\Reaches\Below Estarca17 Runoff,Below Estarca17 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,7.27695788530466E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca1 River\Reaches\Below Estarca16 River Inflow,Below Estarca16 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,9.24771293807248E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca1 River\Reaches\Below Estarca1 Runoff,Below Estarca1 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.119702227698128,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca2 River\Reaches\Below Estarca2 River Headflow,Below Estarca2 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca2 River\Reaches\Below Estarca21 Runoff,Below Estarca21 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,8.54627638391079E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca2 River\Reaches\Below Estarca20 River Inflow,Below Estarca20 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.107794159448427,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca2 River\Reaches\Below Estarca2 Runoff,Below Estarca2 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.111475513241736,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca4 River\Reaches\Below Estarca4 River Headflow,Below Estarca4 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca4 River\Reaches\Below Estarca19 Runoff,Below Estarca19 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.103993189964158,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca4 River\Reaches\Below Estarca18 River Inflow,Below Estarca18 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.136731633313421,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca4 River\Reaches\Below Estarca8 Runoff,Below Estarca8 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.156844699571884,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca4 River\Reaches\Below Estarca7 River Inflow,Below Estarca7 River Inflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.202139461369972,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca4 River\Reaches\Below Estarca4 Runoff,Below Estarca4 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0.283800873655914,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca5 River\Reaches\Below Estarca5 River Headflow,Below Estarca5 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca5 River\Reaches\Below Estarca5 Runoff,Below Estarca5 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,3.56258288530466E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Esctarca6 River\Reaches\Below Esctarca6 River Headflow,Below Esctarca6 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Esctarca6 River\Reaches\Below Esctarca6 Runoff,Below Esctarca6 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.82690835324572E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca7 River\Reaches\Below Estarca7 River Headflow,Below Estarca7 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca7 River\Reaches\Below Estarca7 Runoff,Below Estarca7 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,4.52947617980884E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca16 River\Reaches\Below Estarca16 River Headflow,Below Estarca16 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca16 River\Reaches\Below Estarca16 Runoff,Below Estarca16 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,1.97075505276782E-02,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca18 River\Reaches\Below Estarca18 River Headflow,Below Estarca18 River Headflow,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,0,D_OroIngenio,
0,1,1,1,2021,Caudal-Estiaje,Supply and Resources\River\Estarca18 River\Reaches\Below Estarca18 Runoff,Below Estarca18 Runoff,Below D_OroIngenio Return,Streamflow[CMS],River Reach ,,274-304,,Average,3.27384433492632E-02,D_OroIngenio,
