Categoria,Imagen,Accion,Key assumption,Descripcion Largo,Tipo,Opcion,Valor,Costo (Millones USD),Costo Operacion (Millones USD),Costo Mantenimiento (Millones USD)
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Torre Huayco,Key\XLRM\Acciones\Pozo\D_TorreHuayco,Se puede agregar descripcion y explicar la accion,Opciones,No,,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Torre Huayco,Key\XLRM\Acciones\Pozo\D_TorreHuayco,Se puede agregar descripcion y explicar la accion,Opciones,Si,,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Tupiza,Key\XLRM\Acciones\Pozo\D_Tupiza,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Tupiza,Key\XLRM\Acciones\Pozo\D_Tupiza,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Villa Providencia,Key\XLRM\Acciones\Pozo\D_VillaProvidencia,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Villa Providencia,Key\XLRM\Acciones\Pozo\D_VillaProvidencia,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Yurcuma,Key\XLRM\Acciones\Pozo\D_Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Yurcuma,Key\XLRM\Acciones\Pozo\D_Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Mineria,06.png,Opcion 1,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Mineria,06.png,Opcion 1,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Mineria,06.png,Opcion 2,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Mineria,06.png,Opcion 2,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,Si,1,0,0,0
Mineria,06.png,Prioridad 1,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Mineria,06.png,Prioridad 2,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Mineria,06.png,Prioridad 3,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Numerico,[1-99],1,0,0,0
Varios,07.png,Tecnologia de tratamiento de calidad de agua domestica,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,Actual,0,0,0,0
Varios,07.png,Tecnologia de tratamiento de calidad de agua domestica,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,"filtros de agua, metales pesados",1,0,0,0
Varios,07.png,Infraestructura para almacenamiento natural de agua,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Varios,07.png,Infraestructura para almacenamiento natural de agua,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,Atajados de agua,1,0,0,0
Varios,07.png,Educacion Sanitaria y Ambiental,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Varios,07.png,Educacion Sanitaria y Ambiental,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,Empoderamiento de mujeres. Desarrollo de Capacidades sobre calidad de agua y tratamientos antes de consumo,1,0,0,0
Varios,07.png,Fomentar participacion de mujeres ,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,No,0,0,0,0
Varios,07.png,Fomentar participacion de mujeres ,Key\XLRM\Acciones\Otras\NoWEAP,Se puede agregar descripcion y explicar la accion,Opciones,Inversion Municipal en grupos mujeres y grupos vulnerables.,1,0,0,0
