Categoria,Imagen,Accion,Key assumption,Descripcion Largo,Tipo,Opcion,Valor,Costo (Millones USD),Costo Operacion (Millones USD),Costo Mantenimiento (Millones USD)
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Cruz Pampa,Key\XLRM\Acciones\Almacenamiento\D_CruzPampa,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Cruz Pampa,Key\XLRM\Acciones\Almacenamiento\D_CruzPampa,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Cruz Pampa,Key\XLRM\Acciones\Almacenamiento\D_CruzPampa,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Cruz Pampa,Key\XLRM\Acciones\Almacenamiento\D_CruzPampa,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Gallego,Key\XLRM\Acciones\Almacenamiento\D_Gallego,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Gallego,Key\XLRM\Acciones\Almacenamiento\D_Gallego,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Gallego,Key\XLRM\Acciones\Almacenamiento\D_Gallego,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Gallego,Key\XLRM\Acciones\Almacenamiento\D_Gallego,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: La Torre,Key\XLRM\Acciones\Almacenamiento\D_LaTorre,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: La Torre,Key\XLRM\Acciones\Almacenamiento\D_LaTorre,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: La Torre,Key\XLRM\Acciones\Almacenamiento\D_LaTorre,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: La Torre,Key\XLRM\Acciones\Almacenamiento\D_LaTorre,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Monte Rico,Key\XLRM\Acciones\Almacenamiento\D_Monterico,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Monte Rico,Key\XLRM\Acciones\Almacenamiento\D_Monterico,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Monte Rico,Key\XLRM\Acciones\Almacenamiento\D_Monterico,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Monte Rico,Key\XLRM\Acciones\Almacenamiento\D_Monterico,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Oploca,Key\XLRM\Acciones\Almacenamiento\D_Oploca,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Oploca,Key\XLRM\Acciones\Almacenamiento\D_Oploca,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Oploca,Key\XLRM\Acciones\Almacenamiento\D_Oploca,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Oploca,Key\XLRM\Acciones\Almacenamiento\D_Oploca,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Oro Ingenio,Key\XLRM\Acciones\Almacenamiento\D_OroIngenio,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Oro Ingenio,Key\XLRM\Acciones\Almacenamiento\D_OroIngenio,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Oro Ingenio,Key\XLRM\Acciones\Almacenamiento\D_OroIngenio,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Oro Ingenio,Key\XLRM\Acciones\Almacenamiento\D_OroIngenio,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Palala Alta,Key\XLRM\Acciones\Almacenamiento\D_PalalaAlta,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Palala Alta,Key\XLRM\Acciones\Almacenamiento\D_PalalaAlta,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Palala Alta,Key\XLRM\Acciones\Almacenamiento\D_PalalaAlta,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Palala Alta,Key\XLRM\Acciones\Almacenamiento\D_PalalaAlta,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Salo,Key\XLRM\Acciones\Almacenamiento\D_Salo,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Salo,Key\XLRM\Acciones\Almacenamiento\D_Salo,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Salo,Key\XLRM\Acciones\Almacenamiento\D_Salo,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Salo,Key\XLRM\Acciones\Almacenamiento\D_Salo,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: San Miguel,Key\XLRM\Acciones\Almacenamiento\D_SanMiguel,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: San Miguel,Key\XLRM\Acciones\Almacenamiento\D_SanMiguel,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: San Miguel,Key\XLRM\Acciones\Almacenamiento\D_SanMiguel,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: San Miguel,Key\XLRM\Acciones\Almacenamiento\D_SanMiguel,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tambillo Alto,Key\XLRM\Acciones\Almacenamiento\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tambillo Alto,Key\XLRM\Acciones\Almacenamiento\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tambillo Alto,Key\XLRM\Acciones\Almacenamiento\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tambillo Alto,Key\XLRM\Acciones\Almacenamiento\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tambillo Bajo,Key\XLRM\Acciones\Almacenamiento\D_TambilloBajo,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tambillo Bajo,Key\XLRM\Acciones\Almacenamiento\D_TambilloBajo,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tambillo Bajo,Key\XLRM\Acciones\Almacenamiento\D_TambilloBajo,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tambillo Bajo,Key\XLRM\Acciones\Almacenamiento\D_TambilloBajo,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tholomayu,Key\XLRM\Acciones\Almacenamiento\D_Tholomayu,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tholomayu,Key\XLRM\Acciones\Almacenamiento\D_Tholomayu,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tholomayu,Key\XLRM\Acciones\Almacenamiento\D_Tholomayu,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tholomayu,Key\XLRM\Acciones\Almacenamiento\D_Tholomayu,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Torre Chica,Key\XLRM\Acciones\Almacenamiento\D_TorreChica,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Torre Chica,Key\XLRM\Acciones\Almacenamiento\D_TorreChica,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Torre Chica,Key\XLRM\Acciones\Almacenamiento\D_TorreChica,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Torre Chica,Key\XLRM\Acciones\Almacenamiento\D_TorreChica,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Torre Huayco,Key\XLRM\Acciones\Almacenamiento\D_TorreHuayco,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Torre Huayco,Key\XLRM\Acciones\Almacenamiento\D_TorreHuayco,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Torre Huayco,Key\XLRM\Acciones\Almacenamiento\D_TorreHuayco,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Torre Huayco,Key\XLRM\Acciones\Almacenamiento\D_TorreHuayco,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tupiza,Key\XLRM\Acciones\Almacenamiento\D_Tupiza,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tupiza,Key\XLRM\Acciones\Almacenamiento\D_Tupiza,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tupiza,Key\XLRM\Acciones\Almacenamiento\D_Tupiza,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Tupiza,Key\XLRM\Acciones\Almacenamiento\D_Tupiza,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Villa Providencia,Key\XLRM\Acciones\Almacenamiento\D_VillaProvidencia,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Villa Providencia,Key\XLRM\Acciones\Almacenamiento\D_VillaProvidencia,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Villa Providencia,Key\XLRM\Acciones\Almacenamiento\D_VillaProvidencia,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Villa Providencia,Key\XLRM\Acciones\Almacenamiento\D_VillaProvidencia,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Yurcuma,Key\XLRM\Acciones\Almacenamiento\D_Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Sin Tanque,0,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Yurcuma,Key\XLRM\Acciones\Almacenamiento\D_Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 500 m3,500,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Yurcuma,Key\XLRM\Acciones\Almacenamiento\D_Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1000 m3,1000,0,0,0
Almacenamiento de Agua,NO,Volumen almacenamiento de agua: Yurcuma,Key\XLRM\Acciones\Almacenamiento\D_Yurcuma,Se puede agregar descripcion y explicar la accion,Opciones,Tanque 1800 m3,1800,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Almona,Key\XLRM\Acciones\Lluvia\D_Almona,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Angostura,Key\XLRM\Acciones\Lluvia\D_Angostura,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Bolivar,Key\XLRM\Acciones\Lluvia\D_Bolivar,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Caracota,Key\XLRM\Acciones\Lluvia\D_Caracota,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Charahota,Key\XLRM\Acciones\Lluvia\D_Charahota,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Chillco,Key\XLRM\Acciones\Lluvia\D_Chillco1,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Chocaya,Key\XLRM\Acciones\Lluvia\D_Chocaya,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Cruz Pampa,Key\XLRM\Acciones\Lluvia\D_CruzPampa,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Gallego,Key\XLRM\Acciones\Lluvia\D_Gallego,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: La Torre,Key\XLRM\Acciones\Lluvia\D_LaTorre,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Monte Rico,Key\XLRM\Acciones\Lluvia\D_Monterico,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Oploca,Key\XLRM\Acciones\Lluvia\D_Oploca,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Oro Ingenio,Key\XLRM\Acciones\Lluvia\D_OroIngenio,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Palala Alta,Key\XLRM\Acciones\Lluvia\D_PalalaAlta,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Salo,Key\XLRM\Acciones\Lluvia\D_Salo,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: San Miguel,Key\XLRM\Acciones\Lluvia\D_SanMiguel,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Tambillo Alto,Key\XLRM\Acciones\Lluvia\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Tambillo Bajo,Key\XLRM\Acciones\Lluvia\D_TambilloBajo,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Tholomayu,Key\XLRM\Acciones\Lluvia\D_Tholomayu,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Torre Chica,Key\XLRM\Acciones\Lluvia\D_TorreChica,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Torre Huayco,Key\XLRM\Acciones\Lluvia\D_TorreHuayco,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Tupiza,Key\XLRM\Acciones\Lluvia\D_Tupiza,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Villa Providencia,Key\XLRM\Acciones\Lluvia\D_VillaProvidencia,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Lluvia,NO,% Hogares con recoleccion de agua de lluvia: Yurcuma,Key\XLRM\Acciones\Lluvia\D_Yurcuma,Se puede agregar descripcion y explicar la accion,Numerico,[0-100],1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Almona,Key\XLRM\Acciones\Pozo\D_Almona,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Almona,Key\XLRM\Acciones\Pozo\D_Almona,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Angostura,Key\XLRM\Acciones\Pozo\D_Angostura,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Angostura,Key\XLRM\Acciones\Pozo\D_Angostura,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Bolivar,Key\XLRM\Acciones\Pozo\D_Bolivar,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Bolivar,Key\XLRM\Acciones\Pozo\D_Bolivar,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Caracota,Key\XLRM\Acciones\Pozo\D_Caracota,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Caracota,Key\XLRM\Acciones\Pozo\D_Caracota,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Charahota,Key\XLRM\Acciones\Pozo\D_Charahota,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Charahota,Key\XLRM\Acciones\Pozo\D_Charahota,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Chillco,Key\XLRM\Acciones\Pozo\D_Chillco1,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Chillco,Key\XLRM\Acciones\Pozo\D_Chillco1,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Chocaya,Key\XLRM\Acciones\Pozo\D_Chocaya,Se puede agregar descripcion y explicar la accion,Opciones,No,,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Chocaya,Key\XLRM\Acciones\Pozo\D_Chocaya,Se puede agregar descripcion y explicar la accion,Opciones,Si,,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Cruz Pampa,Key\XLRM\Acciones\Pozo\D_CruzPampa,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Cruz Pampa,Key\XLRM\Acciones\Pozo\D_CruzPampa,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Gallego,Key\XLRM\Acciones\Pozo\D_Gallego,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Gallego,Key\XLRM\Acciones\Pozo\D_Gallego,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: La Torre,Key\XLRM\Acciones\Pozo\D_LaTorre,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: La Torre,Key\XLRM\Acciones\Pozo\D_LaTorre,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Monte Rico,Key\XLRM\Acciones\Pozo\D_Monterico,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Monte Rico,Key\XLRM\Acciones\Pozo\D_Monterico,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Oploca,Key\XLRM\Acciones\Pozo\D_Oploca,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Oploca,Key\XLRM\Acciones\Pozo\D_Oploca,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Oro Ingenio,Key\XLRM\Acciones\Pozo\D_OroIngenio,Se puede agregar descripcion y explicar la accion,Opciones,No,,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Oro Ingenio,Key\XLRM\Acciones\Pozo\D_OroIngenio,Se puede agregar descripcion y explicar la accion,Opciones,Si,,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Palala Alta,Key\XLRM\Acciones\Pozo\D_PalalaAlta,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Palala Alta,Key\XLRM\Acciones\Pozo\D_PalalaAlta,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Salo,Key\XLRM\Acciones\Pozo\D_Salo,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Salo,Key\XLRM\Acciones\Pozo\D_Salo,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: San Miguel,Key\XLRM\Acciones\Pozo\D_SanMiguel,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: San Miguel,Key\XLRM\Acciones\Pozo\D_SanMiguel,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Tambillo Alto,Key\XLRM\Acciones\Pozo\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Tambillo Alto,Key\XLRM\Acciones\Pozo\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Tambillo Bajo,Key\XLRM\Acciones\Pozo\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Tambillo Bajo,Key\XLRM\Acciones\Pozo\D_TambilloAlto,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Tholomayu,Key\XLRM\Acciones\Pozo\D_Tholomayu,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Tholomayu,Key\XLRM\Acciones\Pozo\D_Tholomayu,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Torre Chica,Key\XLRM\Acciones\Pozo\D_TorreChica,Se puede agregar descripcion y explicar la accion,Opciones,No,1,0,0,0
Fuentes alternativas Agua Subterraena,NO,Acceso a pozo: Torre Chica,Key\XLRM\Acciones\Pozo\D_TorreChica,Se puede agregar descripcion y explicar la accion,Opciones,Si,0,0,0,0
